sistema,region,provincia,municipio,gruposDeServicios,subgrupoDeServicios,cantidadServicios,poblacionUsuaria,valorAutorizado,mes,year
AUTORIZACIONES,REGION I,PERAVIA,BANI,Hemoterapia,Sangre Total,44,26,75320,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Atencion Ambulatoria,Consulta medica nivel 2,183,142,52948,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Atencion Ambulatoria,Consulta medica nivel 3,15,15,4466,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Emergencia,Emergencia,8,8,2310,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Hospitalizacion,Hospitalizacion general y especialidades basicas,31,3,22085.33,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Cirugia,Cirugia General,12,1,11546,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Cirugia,Cirugias Dermatologicas,2,1,1995,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Cirugia,Cirugias Ginecologicas,14,2,48793.69,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Cirugia,Cirugias Oftalmologicas,32,3,102632.67,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Cirugia,Cirugias Ortopedicas,6,1,35424.78,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Cirugia,Cirugias Otorrinolaringologicas,7,1,23155.71,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Cirugia,Cirugias Urologicas,2,2,6376.2,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,41,36,10067,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,46,42,26605,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,351,40,44439.6,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,20,17,20100,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,37,28,18849,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),1,1,3500,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),8,5,11494,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,13,2,6854.8,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,508,14,491894,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,NIZAO,Hemoterapia,Sangre Total,7,6,12250,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,MATANZAS,Atencion Ambulatoria,Consulta medica nivel 2,111,93,32814,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,MATANZAS,Atencion Ambulatoria,Consulta medica nivel 3,22,17,6864,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,MATANZAS,Emergencia,Emergencia,3,2,630,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,MATANZAS,Hospitalizacion,Hospitalizacion general y especialidades basicas,1,1,600,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,MATANZAS,Cirugia,Cirugia General,9,1,26454,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,MATANZAS,Cirugia,Cirugias Oftalmologicas,24,5,76171.44,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,MATANZAS,Cirugia,Cirugias Urologicas,1,1,4500,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,MATANZAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,30,26,7177,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,MATANZAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,39,32,24470,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,MATANZAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,246,29,33241,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,MATANZAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,24,19,16400,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,MATANZAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,21,21,13925,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,MATANZAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),9,7,32100,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,MATANZAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),4,4,6000,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,MATANZAS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,278,8,70659.36,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,MATANZAS,Hemoterapia,Sangre Total,1,1,1750,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,VILLA FUNDACION,Atencion Ambulatoria,Consulta medica nivel 2,71,59,20544,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,VILLA FUNDACION,Atencion Ambulatoria,Consulta medica nivel 3,6,6,2144,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,VILLA FUNDACION,Emergencia,Emergencia,1,1,300,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,VILLA FUNDACION,Hospitalizacion,Hospitalizacion general y especialidades basicas,4,1,3800,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,VILLA FUNDACION,Cirugia,Cirugias Dermatologicas,2,1,1995,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,VILLA FUNDACION,Cirugia,Cirugias Oftalmologicas,8,1,11200,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,VILLA FUNDACION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,21,19,6073,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,VILLA FUNDACION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,23,19,14600,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,VILLA FUNDACION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,120,10,13980.8,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,VILLA FUNDACION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,9,8,5115,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,VILLA FUNDACION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,24,11,17827,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,VILLA FUNDACION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),3,3,11400,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,VILLA FUNDACION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),8,5,11250,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,VILLA FUNDACION,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,1,1,2000,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,VILLA FUNDACION,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,18,1,788345.21,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,VILLA FUNDACION,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,52,3,255646.38,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,VILLA FUNDACION,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Valvuloplastia Mitral,1,1,200000,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,VILLA FUNDACION,Hemoterapia,Sangre Total,7,4,12250,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,SABANA BUEY,Atencion Ambulatoria,Consulta medica nivel 2,18,17,4942,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,SABANA BUEY,Atencion Ambulatoria,Consulta medica nivel 3,8,6,2466,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,SABANA BUEY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,8,7,11320,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,SABANA BUEY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,4,3,2820,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,SABANA BUEY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,82,5,9779,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,SABANA BUEY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,2,2,420,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,SABANA BUEY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,2,2,700,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,SABANA BUEY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),1,1,3000,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,SABANA BUEY,Hemoterapia,Sangre Total,1,1,1750,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,SANTANA(DM),Atencion Ambulatoria,Consulta medica nivel 2,28,25,8528,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,SANTANA(DM),Atencion Ambulatoria,Consulta medica nivel 3,3,3,900,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,SANTANA(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,9,9,1980,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,SANTANA(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,8,8,5180,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,SANTANA(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,59,8,7665,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,SANTANA(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,2,1,2850,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,SANTANA(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,5,3,2496,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,SANTANA(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),4,2,12000,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,SANTANA(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),3,2,5094,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,SANTANA(DM),Hemoterapia,Sangre Total,3,2,5250,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PAYA,Atencion Ambulatoria,Consulta medica nivel 2,90,78,26662,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PAYA,Atencion Ambulatoria,Consulta medica nivel 3,7,6,2188,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PAYA,Emergencia,Emergencia,1,1,210,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PAYA,Hospitalizacion,Hospitalizacion general y especialidades basicas,10,1,1159,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PAYA,Cirugia,Cirugia General,9,2,10748,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PAYA,Cirugia,Cirugias Dermatologicas,3,2,3270,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PAYA,Cirugia,Cirugias Ginecologicas,11,1,38071,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PAYA,Cirugia,Cirugias Oftalmologicas,20,3,33791.44,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PAYA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,23,22,7840,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PAYA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,30,27,19110,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PAYA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,124,16,17936,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PAYA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,17,9,17690,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PAYA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,22,20,14715,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PAYA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),1,1,4200,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PAYA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),6,3,9826,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PAYA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,71,5,67778,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PAYA,Hemoterapia,Sangre Total,7,3,12250,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PIZARRETTE,Atencion Ambulatoria,Consulta medica nivel 2,20,16,5708,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PIZARRETTE,Atencion Ambulatoria,Consulta medica nivel 3,3,3,800,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PIZARRETTE,Hospitalizacion,Hospitalizacion general y especialidades basicas,1,1,600,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PIZARRETTE,Cirugia,Neurocirugias,8,1,69344,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PIZARRETTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,7,5,4053,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PIZARRETTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,7,6,4350,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PIZARRETTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,35,5,6026,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PIZARRETTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,8,7,13070,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PIZARRETTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,4,4,2640,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PIZARRETTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),1,1,4200,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PIZARRETTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),1,1,1000,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PIZARRETTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,2,1,325000,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PIZARRETTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,2,2,17195,Febrero,2018
AUTORIZACIONES,REGION I,PERAVIA,PIZARRETTE,Hemoterapia,Sangre Total,1,1,1750,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Atencion Ambulatoria,Consulta medica nivel 2,1937,1550,566476,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Atencion Ambulatoria,Consulta medica nivel 3,216,203,66082,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Servicios Odontologicos,Aplicacion de Cariostaticos,1,1,350,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Emergencia,Emergencia,91,74,23520,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Hospitalizacion,Hospitalizacion general y especialidades basicas,724,44,414225.87,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Cirugia,Cirugia General,91,16,316102.96,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Cirugia,Cirugias Dermatologicas,15,9,16350,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Cirugia,Cirugias Endocrinologicas,2,2,6842,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Cirugia,Cirugias Gastricas,2,2,3000,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Cirugia,Cirugias Ginecologicas,61,13,195319,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Cirugia,Cirugias Oftalmologicas,205,44,660519.83,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Cirugia,Cirugias Ortopedicas,24,4,125148.12,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Cirugia,Cirugias Otorrinolaringologicas,23,6,104418.15,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Cirugia,Cirugias Urologicas,16,4,40632.9,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Cirugia,Neumologia,2,2,6460,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Cirugia,Neurocirugias,8,3,104992.72,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,508,437,256143,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,495,424,304653,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,5108,549,663986.66,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,632,355,583694,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,394,362,260421,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),158,139,475732,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),287,195,406230,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,10,3,453263,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,102,5,469785.71,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,9,2,95157.74,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,138,8,121854.4,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Rodilla,1,1,65835.55,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),1,1,25900,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,2915,111,3498417.35,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,7,5,53844.43,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Rehabilitacion,Terapias Rehabilitacion,21,5,8213,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,SAN CRISTOBAL,Hemoterapia,Sangre Total,61,38,106750,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Atencion Ambulatoria,Consulta medica nivel 2,630,526,185326,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Atencion Ambulatoria,Consulta medica nivel 3,77,66,22972,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Emergencia,Emergencia,31,22,7950,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Hospitalizacion,Hospitalizacion general y especialidades basicas,174,13,86804.9,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Cirugia,Cirugia General,42,8,60158.81,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Cirugia,Cirugias Dermatologicas,3,2,3270,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Cirugia,Cirugias Ginecologicas,13,3,49031,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Cirugia,Cirugias Oftalmologicas,40,11,89647.16,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Cirugia,Cirugias Ortopedicas,32,4,191134.86,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Cirugia,Cirugias Otorrinolaringologicas,2,1,1315,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Cirugia,Cirugias Urologicas,1,1,75,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Cirugia,Neurocirugias,13,1,67302,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,179,155,78282,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,210,176,115027,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,2064,239,264564.6,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,94,72,101635,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,169,152,107926,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),28,15,85832,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),61,36,106689,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,33,1,176246,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,165,6,151216.83,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,38,3,334874,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,23,2,32298.8,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,1222,41,836690.41,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,BAJOS DE HAINA,Hemoterapia,Sangre Total,21,14,34770,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,LOS CACAOS,Atencion Ambulatoria,Consulta medica nivel 2,96,69,27130,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,LOS CACAOS,Atencion Ambulatoria,Consulta medica nivel 3,9,7,2766,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,LOS CACAOS,Emergencia,Emergencia,1,1,300,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,LOS CACAOS,Hospitalizacion,Hospitalizacion general y especialidades basicas,1,1,600,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,LOS CACAOS,Cirugia,Cirugia General,9,1,28108,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,LOS CACAOS,Cirugia,Cirugias Oftalmologicas,8,1,5895.72,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,LOS CACAOS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,19,16,5841,Febrero,2018
AUTORIZACIONES,REGION I,SAN CRISTOBAL,LOS CACAOS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,28,22,14926,Febrero,2018
