,Region,time,subgrupo,cantidadServiciosTotal,poblacionTotal,valorTotal,gastoPerCapitaTotal,valorPct,gastoPerCapitaPct
4690,REGION III,2018-08-01,Atencion de partos normal,122526,38619,54486726.33499999,9518196.77801378,0.5515523875527034,0.5841339783438534
4691,REGION III,2018-08-01,Atencion de partos por Cesarea,122526,38619,54486726.33499999,9518196.77801378,1.6407563091668722,1.4467430876410985
4692,REGION III,2018-08-01,Atencion en Unidad de Cuidados Intensivos,122526,38619,54486726.33499999,9518196.77801378,1.7612529592983854,6.726785218055741
4693,REGION III,2018-08-01,Biopsias,122526,38619,54486726.33499999,9518196.77801378,1.1839877404886492,0.33275599378807313
4694,REGION III,2018-08-01,Cirugia General,122526,38619,54486726.33499999,9518196.77801378,1.6325842821439531,2.4791917569478947
4695,REGION III,2018-08-01,Cirugia de Corazon Abierto para By Pass,122526,38619,54486726.33499999,9518196.77801378,2.724797578903765,12.878906532992167
4696,REGION III,2018-08-01,Cirugias Dermatologicas,122526,38619,54486726.33499999,9518196.77801378,0.13926993802755874,0.4556654980088625
4697,REGION III,2018-08-01,Cirugias Gastricas,122526,38619,54486726.33499999,9518196.77801378,0.1427495010836019,0.7803949816584939
4698,REGION III,2018-08-01,Cirugias Ginecologicas,122526,38619,54486726.33499999,9518196.77801378,0.8939678115458946,0.6928952525567842
4699,REGION III,2018-08-01,Cirugias Menores,122526,38619,54486726.33499999,9518196.77801378,0.09330331150275743,0.1752893145414726
4700,REGION III,2018-08-01,Cirugias Oftalmologicas,122526,38619,54486726.33499999,9518196.77801378,4.774983165631581,3.8599764650294426
4701,REGION III,2018-08-01,Cirugias Ortopedicas,122526,38619,54486726.33499999,9518196.77801378,1.5569205145200256,3.4282671911877225
4702,REGION III,2018-08-01,Cirugias Otorrinolaringologicas,122526,38619,54486726.33499999,9518196.77801378,0.16120858401356555,0.6826603453932703
4703,REGION III,2018-08-01,Cirugias Pediatricas,122526,38619,54486726.33499999,9518196.77801378,0.018486282214994817,0.10582435134422492
4704,REGION III,2018-08-01,Cirugias Urologicas,122526,38619,54486726.33499999,9518196.77801378,0.2458656061961775,0.7805926486512251
4705,REGION III,2018-08-01,Cirugias Vasculares,122526,38619,54486726.33499999,9518196.77801378,0.013263780898794205,0.07592824742490879
4706,REGION III,2018-08-01,Consulta medica nivel 2,122526,38619,54486726.33499999,9518196.77801378,5.979092926174421,0.15578651146136807
4707,REGION III,2018-08-01,Consulta medica nivel 3,122526,38619,54486726.33499999,9518196.77801378,1.0962780115059012,0.07305635200550459
4708,REGION III,2018-08-01,Derivados de la Sangre,122526,38619,54486726.33499999,9518196.77801378,0.009745492814805207,0.051375277419095616
4709,REGION III,2018-08-01,Desconocido,122526,38619,54486726.33499999,9518196.77801378,0.16256161079566173,0.3251715579309405
4710,REGION III,2018-08-01,Ecografias,122526,38619,54486726.33499999,9518196.77801378,3.1787576837543186,0.2719226010483416
4711,REGION III,2018-08-01,Emergencia,122526,38619,54486726.33499999,9518196.77801378,0.06566736966360269,0.06487899019923153
4712,REGION III,2018-08-01,Extraccion  dentaria,122526,38619,54486726.33499999,9518196.77801378,0.0005630362120011189,0.002867349839104207
4713,REGION III,2018-08-01,Hematologia,122526,38619,54486726.33499999,9518196.77801378,0.011610167146225562,0.06646216870208567
4714,REGION III,2018-08-01,Hemodialisis Renal,122526,38619,54486726.33499999,9518196.77801378,2.2375620119002333,5.425210933481235
4715,REGION III,2018-08-01,Hospitalizacion general y especialidades basicas,122526,38619,54486726.33499999,9518196.77801378,8.449604481087425,3.1303325404482787
4716,REGION III,2018-08-01,Incision y drenaje de absceso,122526,38619,54486726.33499999,9518196.77801378,5.454539481280805e-05,0.0003122440173610473
4717,REGION III,2018-08-01,Laboratorios,122526,38619,54486726.33499999,9518196.77801378,11.121793999408203,0.44520513069605344
4718,REGION III,2018-08-01,Neumologia,122526,38619,54486726.33499999,9518196.77801378,0.3637584478491317,1.24873866453238
4719,REGION III,2018-08-01,Neurocirugias,122526,38619,54486726.33499999,9518196.77801378,0.4548982232408146,1.7864590912791534
4720,REGION III,2018-08-01,Otros Medios Dx,122526,38619,54486726.33499999,9518196.77801378,4.142331815134551,0.8311159866286933
4721,REGION III,2018-08-01,Rayos X,122526,38619,54486726.33499999,9518196.77801378,2.4373743649688118,0.24944781175920466
4722,REGION III,2018-08-01,Reemplazo Articular Cadera,122526,38619,54486726.33499999,9518196.77801378,0.2621555920276414,1.5007044226060566
4723,REGION III,2018-08-01,Resonancia Nuclear Magnetica (RNM),122526,38619,54486726.33499999,9518196.77801378,2.0415430964980916,1.9654227714432064
4724,REGION III,2018-08-01,Sangre Total,122526,38619,54486726.33499999,9518196.77801378,0.09133674079448624,0.13539996588704598
4725,REGION III,2018-08-01,Terapias Rehabilitacion,122526,38619,54486726.33499999,9518196.77801378,4.735646961308674,1.1897020386601471
4726,REGION III,2018-08-01,Tomografia Axial Computarizada (TAC),122526,38619,54486726.33499999,9518196.77801378,2.1356761146659564,1.0714851922166793
4727,REGION III,2018-08-01,Tratamiento a Politraumatismo (Trauma Mayor),122526,38619,54486726.33499999,9518196.77801378,0.023115721657715933,0.09131631620333458
4728,REGION III,2018-08-01,Tratamiento a Quemaduras Graves (3er Grado),122526,38619,54486726.33499999,9518196.77801378,0.11656049880758546,0.3336241174730841
4729,REGION III,2018-08-01,Tratamiento de la Osteomielitis,122526,38619,54486726.33499999,9518196.77801378,0.000688149252525652,0.0018566541974442896
4730,REGION III,2018-08-01,Tratamiento del Cancer Adultos,122526,38619,54486726.33499999,9518196.77801378,22.648376916843823,10.74608988957552
4731,REGION III,2018-08-01,Tratamiento del Cancer Pediatricos,122526,38619,54486726.33499999,9518196.77801378,0.02593242602450801,0.14844965206685434
4732,REGION III,2018-08-01,Valvuloplastia Mitral,122526,38619,54486726.33499999,9518196.77801378,0.6963439089132425,3.986206724328458
4733,REGION III,2017-12-01,Angiosplastia,83414,28397,37297763.82,7956118.224019516,8.783235359121857,18.976327862093502
4734,REGION III,2017-12-01,Aparatos y Protesis,83414,28397,37297763.82,7956118.224019516,0.2925376452233645,0.2743475656353334
4735,REGION III,2017-12-01,Aplicacion de Cariostaticos,83414,28397,37297763.82,7956118.224019516,0.07566453618022832,0.07402861193993894
4736,REGION III,2017-12-01,Atencion de Prematuros,83414,28397,37297763.82,7956118.224019516,0.2426470402803897,1.1253907681975688
4737,REGION III,2017-12-01,Atencion de partos normal,83414,28397,37297763.82,7956118.224019516,0.6246218436159318,0.6247054821749239
4738,REGION III,2017-12-01,Atencion de partos por Cesarea,83414,28397,37297763.82,7956118.224019516,1.6470535149632464,1.3792323923238967
4739,REGION III,2017-12-01,Atencion en Unidad de Cuidados Intensivos,83414,28397,37297763.82,7956118.224019516,0.8558867001801931,3.6069266685056736
4740,REGION III,2017-12-01,Biopsias,83414,28397,37297763.82,7956118.224019516,1.3273584775463894,0.4620579312936917
4741,REGION III,2017-12-01,Cirugia General,83414,28397,37297763.82,7956118.224019516,1.0831457133721538,2.745832463890121
4742,REGION III,2017-12-01,Cirugia de Corazon Abierto para By Pass,83414,28397,37297763.82,7956118.224019516,1.944626716765992,6.804882290028073
4743,REGION III,2017-12-01,Cirugias Dermatologicas,83414,28397,37297763.82,7956118.224019516,0.10456597395012407,0.3154438689345898
4744,REGION III,2017-12-01,Cirugias Gastricas,83414,28397,37297763.82,7956118.224019516,0.013306427763207387,0.06237966631788736
4745,REGION III,2017-12-01,Cirugias Ginecologicas,83414,28397,37297763.82,7956118.224019516,0.5958109742784038,1.027222994815221
4746,REGION III,2017-12-01,Cirugias Menores,83414,28397,37297763.82,7956118.224019516,0.13481754628151854,0.21305377942039727
4747,REGION III,2017-12-01,Cirugias Oftalmologicas,83414,28397,37297763.82,7956118.224019516,2.0062906012578203,3.949491881413784
4748,REGION III,2017-12-01,Cirugias Ortopedicas,83414,28397,37297763.82,7956118.224019516,2.8839401342962336,7.522811030974835
4749,REGION III,2017-12-01,Cirugias Otorrinolaringologicas,83414,28397,37297763.82,7956118.224019516,0.03481396381473467,0.13900516167056987
4750,REGION III,2017-12-01,Cirugias Pediatricas,83414,28397,37297763.82,7956118.224019516,0.04324463010125844,0.1245352912188663
4751,REGION III,2017-12-01,Cirugias Urologicas,83414,28397,37297763.82,7956118.224019516,0.2099434174603554,0.7750614675445702
4752,REGION III,2017-12-01,Cirugias Vasculares,83414,28397,37297763.82,7956118.224019516,0.009621220235395873,0.045103653552637284
4753,REGION III,2017-12-01,Columna: Cirugia Escoliosis,83414,28397,37297763.82,7956118.224019516,0.015381619197566143,0.07075686712402718
4754,REGION III,2017-12-01,Columna: Espondiolistesis Total,83414,28397,37297763.82,7956118.224019516,0.13906463736087865,0.6519259586089424
4755,REGION III,2017-12-01,Consulta medica nivel 2,83414,28397,37297763.82,7956118.224019516,5.1005631575689465,0.20186295213782374
4756,REGION III,2017-12-01,Consulta medica nivel 3,83414,28397,37297763.82,7956118.224019516,1.7209932560509198,0.08820509394561941
4757,REGION III,2017-12-01,Derivados de la Sangre,83414,28397,37297763.82,7956118.224019516,0.0033782186140723968,0.010557912493859638
4758,REGION III,2017-12-01,Desconocido,83414,28397,37297763.82,7956118.224019516,1.7340819763923316,0.7364107148512423
4759,REGION III,2017-12-01,"Detec., control de placa Bacteriana y enseNanza higiene bucal",83414,28397,37297763.82,7956118.224019516,0.004671754608156022,0.02190088119529841
4760,REGION III,2017-12-01,Ecografias,83414,28397,37297763.82,7956118.224019516,2.8842014636361646,0.2991703764071307
4761,REGION III,2017-12-01,Emergencia,83414,28397,37297763.82,7956118.224019516,3.648671155106263,0.21405503211924548
4762,REGION III,2017-12-01,Extraccion  dentaria,83414,28397,37297763.82,7956118.224019516,0.0018383407737499046,0.008618021762547381
4763,REGION III,2017-12-01,Extraccion de cuerpo extraNo,83414,28397,37297763.82,7956118.224019516,0.0026569957512267823,0.012455822954065358
4764,REGION III,2017-12-01,Hemodialisis Renal,83414,28397,37297763.82,7956118.224019516,2.923600876616844,6.868532271528967
4765,REGION III,2017-12-01,Hospitalizacion general y especialidades basicas,83414,28397,37297763.82,7956118.224019516,7.260547369727003,2.6065428125517185
4766,REGION III,2017-12-01,Laboratorios,83414,28397,37297763.82,7956118.224019516,9.756674468641103,0.5563121096107184
4767,REGION III,2017-12-01,Neumologia,83414,28397,37297763.82,7956118.224019516,0.12367687838503773,0.5797891471840809
4768,REGION III,2017-12-01,Neurocirugias,83414,28397,37297763.82,7956118.224019516,0.2961810539986416,1.0182482552285572
4769,REGION III,2017-12-01,Otros Medios Dx,83414,28397,37297763.82,7956118.224019516,3.008144819122832,0.7750822742501351
4770,REGION III,2017-12-01,Rayos X,83414,28397,37297763.82,7956118.224019516,2.6656061870038403,0.3142316589036497
4771,REGION III,2017-12-01,Reemplazo Articular Cadera,83414,28397,37297763.82,7956118.224019516,0.0006005721980573152,0.0021241514422169986
4772,REGION III,2017-12-01,Reemplazo Articular Hombro,83414,28397,37297763.82,7956118.224019516,0.4327613064927172,2.0279901009123598
4773,REGION III,2017-12-01,Reemplazo Articular Rodilla,83414,28397,37297763.82,7956118.224019516,0.17814883037135387,0.8351501087477682
4774,REGION III,2017-12-01,Resonancia Nuclear Magnetica (RNM),83414,28397,37297763.82,7956118.224019516,2.378164879483652,2.1824980559460494
4775,REGION III,2017-12-01,Sangre Total,83414,28397,37297763.82,7956118.224019516,0.15821323842572393,0.2752538259177436
4776,REGION III,2017-12-01,Terapias Rehabilitacion,83414,28397,37297763.82,7956118.224019516,3.1918026124709367,0.7307255445195571
4777,REGION III,2017-12-01,Tomografia Axial Computarizada (TAC),83414,28397,37297763.82,7956118.224019516,1.5653130113042792,1.4620349253764575
4778,REGION III,2017-12-01,Trasplante Renal,83414,28397,37297763.82,7956118.224019516,0.0003163728543337642,0.0014831353265183774
4779,REGION III,2017-12-01,Trasplante de Cornea,83414,28397,37297763.82,7956118.224019516,0.0006541947157410039,0.0023001166504479924
4780,REGION III,2017-12-01,Tratamiento a Politraumatismo (Trauma Mayor),83414,28397,37297763.82,7956118.224019516,0.01290425888057972,0.021748461807787847
4781,REGION III,2017-12-01,Tratamiento a Quemaduras Graves (3er Grado),83414,28397,37297763.82,7956118.224019516,0.0007292662404981683,0.0011395842056864374
4782,REGION III,2017-12-01,Tratamiento de la Osteomielitis,83414,28397,37297763.82,7956118.224019516,0.2616166225699479,0.22256575277133828
4783,REGION III,2017-12-01,Tratamiento del Cancer Adultos,83414,28397,37297763.82,7956118.224019516,24.331319630303785,11.558487569272769
4784,REGION III,2017-12-01,Tratamiento del Cancer Pediatricos,83414,28397,37297763.82,7956118.224019516,0.3922838396052667,1.8390010791730171
4785,REGION III,2017-12-01,Valvuloplastia Mitral,83414,28397,37297763.82,7956118.224019516,2.8921046988387524,13.554998593126586
4786,REGION III,2018-12-01,Angiosplastia,80456,26375,41822875.34000001,10133711.567577992,4.389702967753913,5.082910605507873
4787,REGION III,2018-12-01,Aparatos y Protesis,80456,26375,41822875.34000001,10133711.567577992,0.32274505017330063,1.223414415616657
4788,REGION III,2018-12-01,Aplicacion de Cariostaticos,80456,26375,41822875.34000001,10133711.567577992,0.005559158668787978,0.02294322257442824
4789,REGION III,2018-12-01,Atencion de Prematuros,80456,26375,41822875.34000001,10133711.567577992,0.017390387296121274,0.061416589158827965
4790,REGION III,2018-12-01,Atencion de partos normal,80456,26375,41822875.34000001,10133711.567577992,0.6746193744602543,0.6333108113100091
4791,REGION III,2018-12-01,Atencion de partos por Cesarea,80456,26375,41822875.34000001,10133711.567577992,1.7233835888625435,1.1450862805714328
4792,REGION III,2018-12-01,Atencion en Unidad de Cuidados Intensivos,80456,26375,41822875.34000001,10133711.567577992,2.288122665456123,6.222034040821148
4793,REGION III,2018-12-01,Biopsias,80456,26375,41822875.34000001,10133711.567577992,1.4532754026567123,0.3181368466394897
4794,REGION III,2018-12-01,Cirugia General,80456,26375,41822875.34000001,10133711.567577992,1.4993493988689486,1.8602099796453058
4795,REGION III,2018-12-01,Cirugia de Corazon Abierto para By Pass,80456,26375,41822875.34000001,10133711.567577992,5.849288553482799,17.741878823736602
4796,REGION III,2018-12-01,Cirugias Cardiovasculares,80456,26375,41822875.34000001,10133711.567577992,1.159951332987427,4.787239075879356
4797,REGION III,2018-12-01,Cirugias Dermatologicas,80456,26375,41822875.34000001,10133711.567577992,0.08723128121491801,0.25802587063615634
4798,REGION III,2018-12-01,Cirugias Gastricas,80456,26375,41822875.34000001,10133711.567577992,0.17797783962693936,0.7345329448506341
4799,REGION III,2018-12-01,Cirugias Ginecologicas,80456,26375,41822875.34000001,10133711.567577992,0.55375678529328,0.6542330233299518
4800,REGION III,2018-12-01,Cirugias Menores,80456,26375,41822875.34000001,10133711.567577992,0.06261229001382189,0.12652419784424251
4801,REGION III,2018-12-01,Cirugias Oftalmologicas,80456,26375,41822875.34000001,10133711.567577992,4.639369685192954,4.251876715863244
4802,REGION III,2018-12-01,Cirugias Ortopedicas,80456,26375,41822875.34000001,10133711.567577992,2.153004958840785,3.895523819522096
4803,REGION III,2018-12-01,Cirugias Otorrinolaringologicas,80456,26375,41822875.34000001,10133711.567577992,0.1752556451562232,0.5674681280382785
4804,REGION III,2018-12-01,Cirugias Pediatricas,80456,26375,41822875.34000001,10133711.567577992,0.0371663829271285,0.15338950488517905
4805,REGION III,2018-12-01,Cirugias Urologicas,80456,26375,41822875.34000001,10133711.567577992,0.22219404869832649,0.8148673147312546
4806,REGION III,2018-12-01,Cirugias Vasculares,80456,26375,41822875.34000001,10133711.567577992,0.036080733037423915,0.14890891554757946
4807,REGION III,2018-12-01,Columna: Cirugia Escoliosis,80456,26375,41822875.34000001,10133711.567577992,0.015063526715425487,0.062168732137160385
4808,REGION III,2018-12-01,Columna: Espondiolistesis Total,80456,26375,41822875.34000001,10133711.567577992,0.3364187633111692,1.3884350177299154
4809,REGION III,2018-12-01,"Consulta Preventiva, Terapia Fluorada",80456,26375,41822875.34000001,10133711.567577992,9.085936748986802e-05,0.0003749860033669992
4810,REGION III,2018-12-01,Consulta medica nivel 2,80456,26375,41822875.34000001,10133711.567577992,4.657298151227494,0.14583106546663271
4811,REGION III,2018-12-01,Consulta medica nivel 3,80456,26375,41822875.34000001,10133711.567577992,1.241291986214738,0.06413540384973622
4812,REGION III,2018-12-01,Consulta medicina general,80456,26375,41822875.34000001,10133711.567577992,0.0004782071973150949,0.001973610544036837
4813,REGION III,2018-12-01,"Consulta, diagnostico, fichado y plan de tratamiento",80456,26375,41822875.34000001,10133711.567577992,0.0001841097709663115,0.0007598400594541825
4814,REGION III,2018-12-01,Derivados de la Sangre,80456,26375,41822875.34000001,10133711.567577992,0.05485036553204138,0.22291931094896086
4815,REGION III,2018-12-01,Desconocido,80456,26375,41822875.34000001,10133711.567577992,0.040628483483890455,0.09341098704926354
4816,REGION III,2018-12-01,"Detec., control de placa Bacteriana y enseNanza higiene bucal",80456,26375,41822875.34000001,10133711.567577992,0.00012911594327507558,0.0005328748468899462
4817,REGION III,2018-12-01,Ecografias,80456,26375,41822875.34000001,10133711.567577992,2.8955578499926253,0.24993437922482234
4818,REGION III,2018-12-01,Emergencia,80456,26375,41822875.34000001,10133711.567577992,0.05724140151861685,0.05975599324707536
4819,REGION III,2018-12-01,Extraccion  dentaria,80456,26375,41822875.34000001,10133711.567577992,0.001995032606478844,0.0047342887496583
4820,REGION III,2018-12-01,Hematologia,80456,26375,41822875.34000001,10133711.567577992,0.0100901718633485,0.04164318247917728
4821,REGION III,2018-12-01,Hemodialisis Renal,80456,26375,41822875.34000001,10133711.567577992,2.7074887625361432,5.606878890574984
4822,REGION III,2018-12-01,Hospitalizacion general y especialidades basicas,80456,26375,41822875.34000001,10133711.567577992,9.264111968634431,4.418106044385416
4823,REGION III,2018-12-01,Incision y drenaje de absceso,80456,26375,41822875.34000001,10133711.567577992,3.8854334781851456e-05,0.0001603558567029931
4824,REGION III,2018-12-01,Laboratorios,80456,26375,41822875.34000001,10133711.567577992,9.227155088280448,0.4022134867751832
4825,REGION III,2018-12-01,Neumologia,80456,26375,41822875.34000001,10133711.567577992,0.16578912720925318,0.4921415975520971
4826,REGION III,2018-12-01,Neurocirugias,80456,26375,41822875.34000001,10133711.567577992,1.7406815387074241,6.983243012995431
4827,REGION III,2018-12-01,Otros Medios Dx,80456,26375,41822875.34000001,10133711.567577992,2.851253626886572,0.5150672110831372
4828,REGION III,2018-12-01,Rayos X,80456,26375,41822875.34000001,10133711.567577992,2.46710560097038,0.29405497668290503
4829,REGION III,2018-12-01,Reemplazo Articular Cadera,80456,26375,41822875.34000001,10133711.567577992,0.9113752627033028,3.7613399341214895
4830,REGION III,2018-12-01,Reemplazo Articular Rodilla,80456,26375,41822875.34000001,10133711.567577992,0.9767791828728912,3.3439720258486814
4831,REGION III,2018-12-01,Resonancia Nuclear Magnetica (RNM),80456,26375,41822875.34000001,10133711.567577992,2.1642868708605625,1.7930050389736056
4832,REGION III,2018-12-01,Sangre Total,80456,26375,41822875.34000001,10133711.567577992,0.14621185057909025,0.35541436547196725
4833,REGION III,2018-12-01,Terapias Rehabilitacion,80456,26375,41822875.34000001,10133711.567577992,2.6260102660842057,0.5454896630083895
4834,REGION III,2018-12-01,Tomografia Axial Computarizada (TAC),80456,26375,41822875.34000001,10133711.567577992,1.3053322985611822,0.7879037401831298
4835,REGION III,2018-12-01,Tratamiento a Politraumatismo (Trauma Mayor),80456,26375,41822875.34000001,10133711.567577992,0.0476533472124492,0.07333361145232213
4836,REGION III,2018-12-01,Tratamiento a Quemaduras Graves (3er Grado),80456,26375,41822875.34000001,10133711.567577992,0.20036164256706504,0.21526170203809789
4837,REGION III,2018-12-01,Tratamiento de la Osteomielitis,80456,26375,41822875.34000001,10133711.567577992,0.0009766425590766183,0.0021086548455125586
4838,REGION III,2018-12-01,Tratamiento del Cancer Adultos,80456,26375,41822875.34000001,10133711.567577992,24.454643127365614,9.514280107528023
4839,REGION III,2018-12-01,Tratamiento del Cancer Pediatricos,80456,26375,41822875.34000001,10133711.567577992,0.3478602769830505,1.4356553275649588
4840,REGION III,2018-12-01,Valvuloplastia Mitral,80456,26375,41822875.34000001,10133711.567577992,1.5555291086784466,6.419829454012067
4841,REGION III,2017-01-01,Angiosplastia,106170,34816,41398365.89,7775095.493225899,3.262160162525197,10.329420828760993
4842,REGION III,2017-01-01,Aparatos y Protesis,106170,34816,41398365.89,7775095.493225899,0.12219806002589055,0.20170934513360705
4843,REGION III,2017-01-01,Aplicacion de Cariostaticos,106170,34816,41398365.89,7775095.493225899,0.00019239889857401322,0.001024424716961941
4844,REGION III,2017-01-01,Atencion de Prematuros,106170,34816,41398365.89,7775095.493225899,0.04859206291729309,0.25872762614332484
4845,REGION III,2017-01-01,Atencion de partos normal,106170,34816,41398365.89,7775095.493225899,0.7546638213453405,1.0606630239991663
4846,REGION III,2017-01-01,Atencion de partos por Cesarea,106170,34816,41398365.89,7775095.493225899,2.251897435944904,2.3513823085016816
4847,REGION III,2017-01-01,Atencion en Unidad de Cuidados Intensivos,106170,34816,41398365.89,7775095.493225899,1.7940451368864403,6.438139768651409
4848,REGION III,2017-01-01,Biopsias,106170,34816,41398365.89,7775095.493225899,1.384918191030559,0.38816332157626704
4849,REGION III,2017-01-01,Cirugia General,106170,34816,41398365.89,7775095.493225899,1.724598096207609,3.2976134135991715
4850,REGION III,2017-01-01,Cirugia de Corazon Abierto para By Pass,106170,34816,41398365.89,7775095.493225899,4.6198508295758245,19.004143952795953
4851,REGION III,2017-01-01,Cirugias Cardiovasculares,106170,34816,41398365.89,7775095.493225899,0.0062442078193826024,0.033247180079681304
4852,REGION III,2017-01-01,Cirugias Dermatologicas,106170,34816,41398365.89,7775095.493225899,0.11462945210468548,0.3026474296961152
4853,REGION III,2017-01-01,Cirugias Gastricas,106170,34816,41398365.89,7775095.493225899,0.038895255051334114,0.14364668159249538
4854,REGION III,2017-01-01,Cirugias Ginecologicas,106170,34816,41398365.89,7775095.493225899,0.6705385201377089,1.114604197780235
4855,REGION III,2017-01-01,Cirugias Menores,106170,34816,41398365.89,7775095.493225899,0.08191458592859932,0.22768457762038966
4856,REGION III,2017-01-01,Cirugias Oftalmologicas,106170,34816,41398365.89,7775095.493225899,3.5522560091078987,4.611687494799755
4857,REGION III,2017-01-01,Cirugias Ortopedicas,106170,34816,41398365.89,7775095.493225899,1.7857407269753467,3.8381510703943906
4858,REGION III,2017-01-01,Cirugias Otorrinolaringologicas,106170,34816,41398365.89,7775095.493225899,0.08330490650678192,0.3475683999449864
4859,REGION III,2017-01-01,Cirugias Pediatricas,106170,34816,41398365.89,7775095.493225899,0.017432813698917717,0.09282072491955592
4860,REGION III,2017-01-01,Cirugias Urologicas,106170,34816,41398365.89,7775095.493225899,0.21359442117825106,0.953905282980578
4861,REGION III,2017-01-01,Cirugias Vasculares,106170,34816,41398365.89,7775095.493225899,0.004959132941273686,0.02640482038823432
4862,REGION III,2017-01-01,Consulta medica nivel 2,106170,34816,41398365.89,7775095.493225899,5.636352908711393,0.18089744718848366
4863,REGION III,2017-01-01,Consulta medica nivel 3,106170,34816,41398365.89,7775095.493225899,1.722125945488618,0.11444303798364487
4864,REGION III,2017-01-01,Derivados de la Sangre,106170,34816,41398365.89,7775095.493225899,0.022368443297025992,0.06958126043799655
4865,REGION III,2017-01-01,Desconocido,106170,34816,41398365.89,7775095.493225899,0.02384393631919755,0.11347127514622372
4866,REGION III,2017-01-01,Dialisis Peritoneal,106170,34816,41398365.89,7775095.493225899,0.01710212431769007,0.09105997484106138
4867,REGION III,2017-01-01,Ecografias,106170,34816,41398365.89,7775095.493225899,2.8233118019818533,0.2711932463292104
4868,REGION III,2017-01-01,Emergencia,106170,34816,41398365.89,7775095.493225899,4.0558264895319995,0.2100602947978641
4869,REGION III,2017-01-01,Hemodialisis Renal,106170,34816,41398365.89,7775095.493225899,2.56584796806336,6.416328242719996
4870,REGION III,2017-01-01,Hospitalizacion general y especialidades basicas,106170,34816,41398365.89,7775095.493225899,12.84385507903438,2.7957997115420232
4871,REGION III,2017-01-01,Laboratorios,106170,34816,41398365.89,7775095.493225899,10.781997849529128,0.40323401540060505
4872,REGION III,2017-01-01,Neumologia,106170,34816,41398365.89,7775095.493225899,0.3387582262851486,1.7242654462161076
4873,REGION III,2017-01-01,Neurocirugias,106170,34816,41398365.89,7775095.493225899,2.1451142597261583,5.90061080792787
4874,REGION III,2017-01-01,Otros Medios Dx,106170,34816,41398365.89,7775095.493225899,2.85638914623352,0.6487687559048111
4875,REGION III,2017-01-01,Rayos X,106170,34816,41398365.89,7775095.493225899,2.436724562221603,0.2684532875230769
4876,REGION III,2017-01-01,Reemplazo Articular Cadera,106170,34816,41398365.89,7775095.493225899,0.3606459742800249,1.920253457080751
4877,REGION III,2017-01-01,Reemplazo Articular Rodilla,106170,34816,41398365.89,7775095.493225899,0.14909936340001753,0.7938770662531159
4878,REGION III,2017-01-01,Resonancia Nuclear Magnetica (RNM),106170,34816,41398365.89,7775095.493225899,1.292113199398557,1.7747910176639965
4879,REGION III,2017-01-01,Sangre Total,106170,34816,41398365.89,7775095.493225899,0.13410956883544756,0.26620472094901265
4880,REGION III,2017-01-01,Terapias Rehabilitacion,106170,34816,41398365.89,7775095.493225899,4.853751970160191,1.168604701105955
4881,REGION III,2017-01-01,Tomografia Axial Computarizada (TAC),106170,34816,41398365.89,7775095.493225899,1.428925966720084,1.6006849955718132
4882,REGION III,2017-01-01,Trasplante de Cornea,106170,34816,41398365.89,7775095.493225899,0.16993424374992885,0.904812038145292
4883,REGION III,2017-01-01,Tratamiento a Politraumatismo (Trauma Mayor),106170,34816,41398365.89,7775095.493225899,0.00932645508341827,0.04965855407646017
4884,REGION III,2017-01-01,Tratamiento a Quemaduras Graves (3er Grado),106170,34816,41398365.89,7775095.493225899,0.06429055695270583,0.3423139950266681
4885,REGION III,2017-01-01,Tratamiento de la Osteomielitis,106170,34816,41398365.89,7775095.493225899,0.00022464654824084408,0.0011961267881664842
4886,REGION III,2017-01-01,Tratamiento del Cancer Adultos,106170,34816,41398365.89,7775095.493225899,19.337147464397173,9.501464689226848
4887,REGION III,2017-01-01,Tratamiento del Cancer Pediatricos,106170,34816,41398365.89,7775095.493225899,0.012766204381213559,0.0679734416716115
4888,REGION III,2017-01-01,Valvuloplastia Mitral,106170,34816,41398365.89,7775095.493225899,1.385419418544107,7.37664251840638
4889,REGION III,2018-01-01,Angiosplastia,123174,37479,46778500.79,6520216.080741922,1.5133616042507634,10.857429588736057
4890,REGION III,2018-01-01,Aparatos y Protesis,123174,37479,46778500.79,6520216.080741922,0.04670949181994937,0.09214210861934673
4891,REGION III,2018-01-01,Aplicacion de Cariostaticos,123174,37479,46778500.79,6520216.080741922,0.016966105937487874,0.044972228890707885
4892,REGION III,2018-01-01,Atencion de Prematuros,123174,37479,46778500.79,6520216.080741922,0.017339161929135437,0.09262985446917006
4893,REGION III,2018-01-01,Atencion de partos normal,123174,37479,46778500.79,6520216.080741922,0.938681472438014,1.2007416236166877
4894,REGION III,2018-01-01,Atencion de partos por Cesarea,123174,37479,46778500.79,6520216.080741922,1.5646679941407329,1.8632792686490904
4895,REGION III,2018-01-01,Atencion en Unidad de Cuidados Intensivos,123174,37479,46778500.79,6520216.080741922,1.845621333346712,7.849893311231487
4896,REGION III,2018-01-01,Biopsias,123174,37479,46778500.79,6520216.080741922,1.3140853375348205,0.5726918339815691
4897,REGION III,2018-01-01,Cirugia General,123174,37479,46778500.79,6520216.080741922,1.6588071590483306,3.616781467023837
4898,REGION III,2018-01-01,Cirugia de Corazon Abierto para By Pass,123174,37479,46778500.79,6520216.080741922,3.3865920738072464,12.271265946519248
