municipio,gruposDeServicios,subgrupoDeServicios,cantidadServicios,poblacionUsuaria,valorAutorizado
LOS RIOS (DM),Servicios Odontologicos,Tratamiento de la Gingivitis,1,1,1.0
LOS RIOS (DM),Servicios Odontologicos,Tratamiento de la Osteomielitis,2,2,695.15
LUPERON,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,22,16,11248.0
LUPERON,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,79,74,33112.0
LUPERON,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,5515,813,407636.0
LUPERON,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,89,80,85278.0
LUPERON,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,152,135,40145.0
LUPERON,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),17,12,56410.0
LUPERON,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),75,34,127065.0
LUPERON,Atencion Ambulatoria,Consulta medica nivel 2,1372,1018,282008.0
LUPERON,Atencion Ambulatoria,Consulta medica nivel 3,12,12,3622.0
LUPERON,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,9,2,14329.06
LUPERON,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,5,2,489369.4
LUPERON,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,174,18,254324.22
LUPERON,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Rodilla,2,2,146911.45
LUPERON,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),1,1,3090.0
LUPERON,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,570,49,1649787.37
LUPERON,Cirugia,Cirugia General,30,16,102506.78
LUPERON,Cirugia,Cirugias Dermatologicas,3,1,869.29
LUPERON,Cirugia,Cirugias Ginecologicas,5,3,11470.939999999999
LUPERON,Cirugia,Cirugias Menores,7,6,3459.88
LUPERON,Cirugia,Cirugias Oftalmologicas,45,12,150465.0
LUPERON,Cirugia,Cirugias Ortopedicas,16,5,43245.2
LUPERON,Cirugia,Cirugias Otorrinolaringologicas,1,1,9477.9
LUPERON,Cirugia,Cirugias Urologicas,4,4,1885.4
LUPERON,Cirugia,Cirugias Vasculares,3,1,3588.5
LUPERON,Cirugia,Neurocirugias,1,1,11945.0
LUPERON,Desconocido,Desconocido,17,6,14500.0
LUPERON,Emergencia,Emergencia,1504,999,408806.0
LUPERON,Hemoterapia,Derivados de la Sangre,1,1,70.0
LUPERON,Hemoterapia,Sangre Total,92,91,11480.0
LUPERON,Hospitalizacion,Hospitalizacion general y especialidades basicas,1303,77,451664.04999999993
LUPERON,Partos,Atencion de partos normal,8,3,9066.0
LUPERON,Partos,Atencion de partos por Cesarea,19,5,28818.589999999997
LUPERON,Rehabilitacion,Terapias Rehabilitacion,146,29,52100.0
MAIMON,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,57,46,46328.28
MAIMON,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,137,119,42416.45
MAIMON,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,3927,673,338718.6
MAIMON,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,168,156,117122.0
MAIMON,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,248,209,65192.0
MAIMON,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),32,24,121530.0
MAIMON,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),75,51,119605.0
MAIMON,Atencion Ambulatoria,Consulta medica nivel 2,1462,1095,326516.0
MAIMON,Atencion Ambulatoria,Consulta medica nivel 3,39,34,11864.0
MAIMON,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,105,4,67068.0
MAIMON,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,628,17,515965.51
MAIMON,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),13,2,10232.0
MAIMON,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),4,1,12360.0
MAIMON,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,542,20,542497.65
MAIMON,Cirugia,Cirugia General,50,18,81248.01
MAIMON,Cirugia,Cirugias Dermatologicas,13,5,7316.139999999999
MAIMON,Cirugia,Cirugias Gastricas,1,1,3849.03
MAIMON,Cirugia,Cirugias Ginecologicas,20,11,17010.4
MAIMON,Cirugia,Cirugias Menores,22,9,18569.260000000002
MAIMON,Cirugia,Cirugias Oftalmologicas,52,17,163493.03
MAIMON,Cirugia,Cirugias Ortopedicas,88,11,532820.98
MAIMON,Cirugia,Cirugias Otorrinolaringologicas,7,3,10646.07
MAIMON,Cirugia,Cirugias Urologicas,10,4,10416.25
MAIMON,Cirugia,Neurocirugias,8,4,50997.8
MAIMON,Desconocido,Desconocido,23,8,14811.0
MAIMON,Emergencia,Emergencia,553,378,141317.0
MAIMON,Hemoterapia,Derivados de la Sangre,7,7,490.0
MAIMON,Hemoterapia,Sangre Total,44,42,11480.0
MAIMON,Hospitalizacion,Hospitalizacion general y especialidades basicas,1782,146,713231.3
MAIMON,Partos,Atencion de partos normal,52,12,40773.89
MAIMON,Partos,Atencion de partos por Cesarea,71,11,61803.64
MAIMON,Rehabilitacion,Aparatos y Protesis,2,2,300.0
MAIMON,Rehabilitacion,Terapias Rehabilitacion,364,55,150740.0
MAIZAL(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,5,3,2350.0
MAIZAL(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,35,33,7675.0
MAIZAL(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,731,129,55064.0
MAIZAL(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,17,16,12333.0
MAIZAL(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,50,49,15693.0
MAIZAL(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),3,3,12000.0
MAIZAL(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),24,12,37470.0
MAIZAL(DM),Atencion Ambulatoria,Consulta medica nivel 2,219,174,45000.0
MAIZAL(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,2,1,1600.0
MAIZAL(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,19,2,34048.0
MAIZAL(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),2,1,1600.0
MAIZAL(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,16,6,87881.79000000001
MAIZAL(DM),Cirugia,Cirugia General,2,2,3709.5
MAIZAL(DM),Cirugia,Cirugias Dermatologicas,2,2,2100.0
MAIZAL(DM),Cirugia,Cirugias Ginecologicas,2,2,3504.37
MAIZAL(DM),Cirugia,Cirugias Menores,5,2,877.72
MAIZAL(DM),Cirugia,Cirugias Oftalmologicas,5,1,16250.0
MAIZAL(DM),Cirugia,Cirugias Ortopedicas,12,1,44662.0
MAIZAL(DM),Cirugia,Neurocirugias,5,3,62858.8
MAIZAL(DM),Desconocido,Desconocido,5,2,39047.5
MAIZAL(DM),Emergencia,Emergencia,180,135,49187.0
MAIZAL(DM),Hemoterapia,Sangre Total,6,6,420.0
MAIZAL(DM),Hospitalizacion,Hospitalizacion general y especialidades basicas,312,22,190345.47999999998
MAIZAL(DM),Partos,Atencion de partos por Cesarea,22,2,33167.2
MAIZAL(DM),Rehabilitacion,Terapias Rehabilitacion,5,1,3200.0
MAIZAL(DM),Servicios Odontologicos,Tratamiento de la Osteomielitis,1,1,536.0
MAJAGUAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,2,2,1350.0
MAJAGUAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,24,20,4459.0
MAJAGUAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,208,40,16270.8
MAJAGUAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,8,6,18675.0
MAJAGUAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,8,7,2403.0
MAJAGUAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),8,5,13870.0
MAJAGUAL,Atencion Ambulatoria,Consulta medica nivel 2,77,62,15500.0
MAJAGUAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,4,1,3200.0
MAJAGUAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,3,1,2700.0
MAJAGUAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,3,1,2700.0
MAJAGUAL,Cirugia,Cirugias Oftalmologicas,16,4,38800.0
MAJAGUAL,Cirugia,Cirugias Urologicas,1,1,319.0
MAJAGUAL,Emergencia,Emergencia,75,42,18750.0
MAJAGUAL,Hemoterapia,Derivados de la Sangre,1,1,70.0
MAJAGUAL,Hemoterapia,Sangre Total,2,2,140.0
MAJAGUAL,Hospitalizacion,Hospitalizacion general y especialidades basicas,170,10,52169.44
MAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,76,54,40582.0
MAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,326,289,80842.25
MAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,9935,1686,785705.4
MAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,336,313,394703.0
MAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,533,473,111841.25
MAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),90,72,344200.0
MAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),195,115,318069.0
MAO,Atencion Ambulatoria,Consulta medica nivel 2,2510,1992,522006.0
MAO,Atencion Ambulatoria,Consulta medica nivel 3,14,12,5322.0
MAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,9,3,976059.89
MAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,278,13,970034.1299999999
MAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,61,6,1211799.9
MAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Dialisis Peritoneal,120,1,14364.0
MAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,4153,66,3251035.4400000004
MAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),1,1,2510.0
MAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),1,1,2702.37
MAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,1032,92,2769385.18
MAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Valvuloplastia Mitral,1,1,76000.0
MAO,Cirugia,Cirugia General,78,37,278332.05
MAO,Cirugia,Cirugias Cardiovasculares,2,2,107200.0
MAO,Cirugia,Cirugias Dermatologicas,27,19,20375.510000000002
MAO,Cirugia,Cirugias Gastricas,2,2,2289.33
MAO,Cirugia,Cirugias Ginecologicas,47,28,57391.42
MAO,Cirugia,Cirugias Menores,34,21,8645.84
MAO,Cirugia,Cirugias Oftalmologicas,59,12,199329.91999999998
MAO,Cirugia,Cirugias Ortopedicas,46,15,212652.22
MAO,Cirugia,Cirugias Otorrinolaringologicas,3,3,5794.5
MAO,Cirugia,Neurocirugias,8,2,613465.6
MAO,Desconocido,Desconocido,68,19,46151.0
MAO,Emergencia,Emergencia,2860,1916,717716.0
MAO,Hemoterapia,Derivados de la Sangre,7,4,3410.0
MAO,Hemoterapia,Sangre Total,94,87,21050.0
MAO,Hospitalizacion,Hospitalizacion general y especialidades basicas,4017,286,1000526.93
MAO,Partos,Atencion de partos normal,115,24,83609.87000000001
MAO,Partos,Atencion de partos por Cesarea,275,38,208019.44999999998
MAO,Rehabilitacion,Terapias Rehabilitacion,704,122,282824.0
MAO,Servicios Odontologicos,Aplicacion de Cariostaticos,3,3,615.0
MAO,Servicios Odontologicos,Tratamiento de la Osteomielitis,1,1,1.0
MATA PALACIO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,19,14,10262.0
MATA PALACIO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,59,49,19101.0
MATA PALACIO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,749,134,75803.4
MATA PALACIO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,22,18,10060.0
MATA PALACIO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,36,33,17353.0
MATA PALACIO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),7,5,17420.0
MATA PALACIO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),31,23,42777.0
MATA PALACIO (DM),Atencion Ambulatoria,Consulta medica nivel 2,282,222,61404.0
MATA PALACIO (DM),Atencion Ambulatoria,Consulta medica nivel 3,5,5,1544.0
MATA PALACIO (DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,1,1,241012.5
MATA PALACIO (DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,10,4,14202.85
MATA PALACIO (DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,62,2,19111.0
MATA PALACIO (DM),Cirugia,Cirugia General,6,4,4252.76
MATA PALACIO (DM),Cirugia,Cirugias Dermatologicas,1,1,550.0
MATA PALACIO (DM),Cirugia,Cirugias Ginecologicas,5,4,9432.54
MATA PALACIO (DM),Cirugia,Cirugias Menores,6,3,1367.6100000000001
MATA PALACIO (DM),Cirugia,Neumologia,1,1,1153.0
MATA PALACIO (DM),Cirugia,Neurocirugias,3,1,16325.75
MATA PALACIO (DM),Desconocido,Desconocido,3,2,1920.0
MATA PALACIO (DM),Emergencia,Emergencia,92,64,23114.0
MATA PALACIO (DM),Hemoterapia,Derivados de la Sangre,2,2,140.0
MATA PALACIO (DM),Hemoterapia,Sangre Total,7,7,2170.0
MATA PALACIO (DM),Hospitalizacion,Hospitalizacion general y especialidades basicas,638,35,201009.93000000002
MATA PALACIO (DM),Partos,Atencion de partos normal,13,3,9768.349999999999
MATA PALACIO (DM),Partos,Atencion de partos por Cesarea,18,4,12062.52
MATA PALACIO (DM),Rehabilitacion,Terapias Rehabilitacion,54,10,27930.0
MATANZAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,124,105,74712.0
MATANZAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,207,185,106146.5
MATANZAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,4376,652,369350.58999999997
MATANZAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,163,136,175909.0
MATANZAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,301,268,98751.0
MATANZAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),45,37,162400.0
MATANZAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),52,36,88654.0
MATANZAS,Atencion Ambulatoria,Consulta medica nivel 2,1223,1011,294604.0
MATANZAS,Atencion Ambulatoria,Consulta medica nivel 3,83,68,26022.0
MATANZAS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,1,1,290.0
MATANZAS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,32,2,19789.9
MATANZAS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,3,3,308750.0
MATANZAS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Dialisis Peritoneal,1040,3,124488.0
MATANZAS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,36,2,14396.400000000001
MATANZAS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Rodilla,1,1,5002.0
MATANZAS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Trasplante de Cornea,1,1,7480.0
MATANZAS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,1118,33,306566.12
MATANZAS,Cirugia,Cirugia General,76,19,292245.13999999996
MATANZAS,Cirugia,Cirugias Cardiovasculares,1,1,2510.0
MATANZAS,Cirugia,Cirugias Dermatologicas,9,7,5574.29
MATANZAS,Cirugia,Cirugias Gastricas,2,2,5020.0
MATANZAS,Cirugia,Cirugias Ginecologicas,22,15,34451.670000000006
MATANZAS,Cirugia,Cirugias Menores,14,11,9636.7
MATANZAS,Cirugia,Cirugias Oftalmologicas,85,22,387430.41000000003
MATANZAS,Cirugia,Cirugias Ortopedicas,78,16,533956.62
MATANZAS,Cirugia,Cirugias Otorrinolaringologicas,2,2,19260.89
MATANZAS,Cirugia,Cirugias Urologicas,6,5,17177.2
MATANZAS,Cirugia,Neumologia,1,1,3466.0
MATANZAS,Cirugia,Neurocirugias,1,1,7606.0
MATANZAS,Desconocido,Desconocido,67,18,46500.0
MATANZAS,Emergencia,Emergencia,450,356,126372.0
MATANZAS,Hemoterapia,Derivados de la Sangre,1,1,1750.0
MATANZAS,Hemoterapia,Sangre Total,57,53,30870.0
MATANZAS,Hospitalizacion,Hospitalizacion general y especialidades basicas,1098,117,356073.80000000005
MATANZAS,Partos,Atencion de partos normal,63,8,28421.72
MATANZAS,Partos,Atencion de partos por Cesarea,61,7,45941.229999999996
MATANZAS,Rehabilitacion,Aparatos y Protesis,25,24,8945.0
MATANZAS,Rehabilitacion,Terapias Rehabilitacion,131,25,64640.0
MATAYAYA(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,36,20,20161.0
MATAYAYA(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,68,55,41720.45
MATAYAYA(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,1369,188,118212.3
MATAYAYA(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,52,44,45326.0
MATAYAYA(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,43,36,12527.0
MATAYAYA(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),7,7,24000.0
MATAYAYA(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),29,20,52262.0
MATAYAYA(DM),Atencion Ambulatoria,Consulta medica nivel 2,307,238,72546.0
MATAYAYA(DM),Atencion Ambulatoria,Consulta medica nivel 3,26,24,7942.0
MATAYAYA(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,1,1,375302.5
MATAYAYA(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,8,2,16070.5
MATAYAYA(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,1,1,25000.0
MATAYAYA(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,12,11,103383.0
MATAYAYA(DM),Cirugia,Cirugia General,33,8,105186.26
MATAYAYA(DM),Cirugia,Cirugias Cardiovasculares,2,2,400.0
MATAYAYA(DM),Cirugia,Cirugias Endocrinologicas,1,1,3421.0
MATAYAYA(DM),Cirugia,Cirugias Ginecologicas,3,2,3420.1
MATAYAYA(DM),Cirugia,Cirugias Menores,1,1,489.47
MATAYAYA(DM),Cirugia,Cirugias Oftalmologicas,34,12,85906.20999999999
MATAYAYA(DM),Cirugia,Cirugias Ortopedicas,5,1,2081.6
MATAYAYA(DM),Cirugia,Cirugias Otorrinolaringologicas,2,2,12110.9
MATAYAYA(DM),Cirugia,Cirugias Urologicas,6,2,9518.75
MATAYAYA(DM),Desconocido,Desconocido,84,25,52835.0
MATAYAYA(DM),Emergencia,Emergencia,320,214,80277.0
MATAYAYA(DM),Hemoterapia,Sangre Total,19,17,9730.0
MATAYAYA(DM),Hospitalizacion,Hospitalizacion general y especialidades basicas,688,46,404745.29
MATAYAYA(DM),Partos,Atencion de partos normal,13,4,16093.0
MATAYAYA(DM),Partos,Atencion de partos por Cesarea,21,4,36781.240000000005
MATAYAYA(DM),Rehabilitacion,Terapias Rehabilitacion,118,26,46750.0
MELLA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,2,2,440.0
MELLA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,14,14,6583.6
MELLA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,275,41,29331.0
MELLA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,7,7,5456.0
MELLA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,12,12,4513.0
MELLA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),2,2,6000.0
MELLA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),6,3,12136.0
MELLA,Atencion Ambulatoria,Consulta medica nivel 2,75,63,17208.0
MELLA,Atencion Ambulatoria,Consulta medica nivel 3,5,5,1500.0
MELLA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,1,1,57500.1
MELLA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,352,7,104420.0
MELLA,Cirugia,Cirugia General,1,1,1153.0
MELLA,Cirugia,Cirugias Dermatologicas,4,1,2322.38
MELLA,Cirugia,Cirugias Oftalmologicas,16,3,38332.65
MELLA,Cirugia,Cirugias Ortopedicas,2,1,4066.0
MELLA,Emergencia,Emergencia,57,24,14150.0
MELLA,Hemoterapia,Sangre Total,2,2,1820.0
MELLA,Hospitalizacion,Hospitalizacion general y especialidades basicas,201,10,70800.43000000001
MELLA,Rehabilitacion,Terapias Rehabilitacion,8,2,2800.0
MELLA,Servicios Odontologicos,Aplicacion de Cariostaticos,1,1,315.0
MICHES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,58,41,46257.0
MICHES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,229,210,76692.85
MICHES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,3106,543,273365.1
MICHES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,79,69,76635.75
MICHES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,109,102,36673.0
MICHES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),16,13,50970.0
MICHES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),82,46,147673.0
MICHES,Atencion Ambulatoria,Consulta medica nivel 2,1004,764,221044.0
MICHES,Atencion Ambulatoria,Consulta medica nivel 3,50,42,14874.0
MICHES,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,9,2,853475.55
MICHES,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,8,1,6400.0
MICHES,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,35,7,34250.0
MICHES,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,18,2,282419.0
MICHES,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,1,1,7197.0
MICHES,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,1,1,18000.0
MICHES,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,393,16,832984.0700000001
MICHES,Cirugia,Cirugia General,59,17,262352.48
MICHES,Cirugia,Cirugias Cardiovasculares,1,1,200.0
MICHES,Cirugia,Cirugias Dermatologicas,7,3,15597.0
MICHES,Cirugia,Cirugias Gastricas,1,1,2510.0
MICHES,Cirugia,Cirugias Ginecologicas,33,22,78436.37
MICHES,Cirugia,Cirugias Menores,3,3,3510.0
MICHES,Cirugia,Cirugias Oftalmologicas,26,7,88431.3
MICHES,Cirugia,Cirugias Ortopedicas,24,6,55490.119999999995
MICHES,Cirugia,Cirugias Otorrinolaringologicas,8,4,41241.78
MICHES,Cirugia,Cirugias Vasculares,2,1,3388.5
MICHES,Desconocido,Desconocido,40,15,27115.0
MICHES,Emergencia,Emergencia,1094,797,318356.0
MICHES,Hemoterapia,Derivados de la Sangre,4,3,290.0
MICHES,Hemoterapia,Sangre Total,23,18,23453.0
MICHES,Hospitalizacion,Hospitalizacion general y especialidades basicas,1735,168,521852.79
MICHES,Partos,Atencion de partos normal,16,8,23200.0
MICHES,Partos,Atencion de partos por Cesarea,96,18,94870.76
MICHES,Rehabilitacion,Aparatos y Protesis,3,3,1160.0
MICHES,Rehabilitacion,Terapias Rehabilitacion,119,20,60872.0
MOCA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,252,203,84434.26999999999
MOCA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,635,559,165679.35
MOCA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,23184,3785,1693526.6
MOCA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,805,775,587629.0
MOCA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,1409,1245,309510.0
MOCA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),206,173,780200.0
MOCA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),850,557,1171246.0
MOCA,Atencion Ambulatoria,Consulta medica nivel 2,4957,3826,1008752.0
MOCA,Atencion Ambulatoria,Consulta medica nivel 3,47,38,14376.0
MOCA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,29,7,1358627.99
MOCA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,116,13,168475.0
